,z,1mpcbkgd,halfmpcbkgd,tenthmpcbkgd
0,0.05,24.016666666666673,5.6,0.03333333333333333
1,0.060000000000000005,22.666666666666686,5.199999999999999,0.03333333333333333
2,0.07,22.06666666666668,5.083333333333333,0.0
3,0.08000000000000002,21.63333333333334,4.966666666666667,0.0
4,0.09000000000000001,21.53333333333334,5.05,0.0
5,0.1,20.91666666666667,4.8,0.0
6,0.11000000000000001,19.43333333333333,4.433333333333334,0.0
7,0.12000000000000001,18.1,4.016666666666667,0.0
8,0.13,17.46666666666667,4.0,0.0
9,0.14,17.81666666666667,4.083333333333334,0.0
10,0.15000000000000002,18.266666666666666,4.133333333333333,0.0
11,0.16000000000000003,18.233333333333334,4.166666666666667,0.0
12,0.17000000000000004,18.583333333333332,4.233333333333334,0.0
13,0.18000000000000005,19.31666666666667,4.433333333333334,0.0
14,0.19,19.099999999999994,4.416666666666666,0.0
15,0.2,19.166666666666664,4.45,0.0
16,0.21000000000000002,18.833333333333336,4.433333333333334,0.0
17,0.22000000000000003,18.983333333333334,4.366666666666667,0.0
18,0.23000000000000004,19.41666666666666,4.516666666666667,0.0
19,0.24000000000000005,19.66666666666667,4.466666666666667,0.0
20,0.25000000000000006,19.116666666666667,4.4,0.0
21,0.26000000000000006,18.949999999999996,4.483333333333333,0.0
22,0.27,19.483333333333334,4.6,0.0
23,0.28,19.616666666666667,4.699999999999999,0.0
24,0.29000000000000004,19.833333333333332,4.7,0.0
25,0.30000000000000004,20.366666666666674,4.7666666666666675,0.0
26,0.31000000000000005,20.799999999999997,5.000000000000001,0.0
27,0.32000000000000006,21.233333333333327,5.15,0.0
28,0.33,21.41666666666667,5.133333333333333,0.0
29,0.34,21.266666666666666,5.066666666666666,0.0
30,0.35000000000000003,21.0,4.933333333333334,0.0
31,0.36000000000000004,20.766666666666666,4.933333333333334,0.0
32,0.37000000000000005,20.1,4.633333333333333,0.0
33,0.38000000000000006,19.383333333333333,4.366666666666666,0.0
34,0.39000000000000007,19.383333333333333,4.333333333333334,0.0
35,0.4000000000000001,18.983333333333334,4.216666666666667,0.0
36,0.4100000000000001,18.25,4.166666666666666,0.0
37,0.42000000000000004,17.666666666666664,4.033333333333333,0.0
38,0.43000000000000005,17.066666666666666,3.8666666666666667,0.0
39,0.44000000000000006,16.6,3.8,0.0
40,0.45000000000000007,16.266666666666666,3.6500000000000004,0.0
41,0.4600000000000001,15.716666666666667,3.5166666666666666,0.0
42,0.4700000000000001,15.316666666666666,3.4166666666666665,0.0
43,0.4800000000000001,14.649999999999999,3.25,0.0
44,0.49000000000000005,14.15,3.0333333333333337,0.0
45,0.5000000000000001,13.649999999999999,2.9333333333333336,0.0
46,0.5100000000000001,12.983333333333334,2.8,0.0
47,0.5200000000000001,12.233333333333334,2.683333333333333,0.0
48,0.5300000000000001,11.583333333333332,2.533333333333333,0.0
49,0.5400000000000001,11.066666666666666,2.3,0.0
50,0.5500000000000002,10.566666666666666,2.166666666666667,0.0
51,0.5600000000000002,10.133333333333333,2.033333333333333,0.0
52,0.5700000000000002,9.600000000000001,1.9,0.0
53,0.5800000000000002,9.1,1.7666666666666666,0.0
54,0.5900000000000002,8.633333333333335,1.6333333333333333,0.0
55,0.6000000000000002,8.166666666666666,1.5333333333333332,0.0
56,0.6100000000000001,7.783333333333333,1.3666666666666667,0.0
57,0.6200000000000001,7.166666666666667,1.2666666666666666,0.0
58,0.6300000000000001,6.65,1.1666666666666667,0.0
59,0.6400000000000001,6.299999999999999,1.0666666666666667,0.0
60,0.6500000000000001,5.866666666666667,1.0,0.0
61,0.6600000000000001,5.5,0.9666666666666667,0.0
62,0.6700000000000002,5.133333333333333,0.9333333333333332,0.0
63,0.6800000000000002,4.800000000000001,0.8333333333333334,0.0
64,0.6900000000000002,4.6000000000000005,0.8,0.0
65,0.7000000000000002,4.416666666666667,0.7666666666666667,0.0
66,0.7100000000000002,4.333333333333333,0.7333333333333333,0.0
67,0.7200000000000002,4.166666666666667,0.7,0.0
68,0.7300000000000002,4.116666666666667,0.6666666666666666,0.0
69,0.7400000000000002,4.0,0.6499999999999999,0.0
70,0.7500000000000002,3.866666666666667,0.6333333333333333,0.0
71,0.7600000000000002,3.8,0.6,0.0
72,0.7700000000000002,3.6333333333333337,0.6,0.0
73,0.7800000000000001,3.5000000000000004,0.5333333333333333,0.0
74,0.7900000000000001,3.3166666666666664,0.5,0.0
75,0.8000000000000002,3.166666666666667,0.4666666666666667,0.0
76,0.8100000000000002,2.9499999999999997,0.4,0.0
77,0.8200000000000002,2.7666666666666666,0.33333333333333337,0.0
78,0.8300000000000002,2.6166666666666667,0.3,0.0
79,0.8400000000000002,2.433333333333333,0.23333333333333334,0.0
80,0.8500000000000002,2.3666666666666667,0.2,0.0
81,0.8600000000000002,2.2333333333333334,0.2,0.0
82,0.8700000000000002,2.2,0.16666666666666669,0.0
83,0.8800000000000002,2.0833333333333335,0.13333333333333333,0.0
84,0.8900000000000002,2.0,0.1,0.0
